date,open,high,low,close,adj_close,volume
2000-01-03,41.7917,42.5000,40.8333,41.2500,25.5300,2006460
2000-01-04,41.0833,41.0833,38.2500,39.2917,24.3180,3392856
2000-01-05,37.2083,37.2083,34.0000,34.5500,21.3833,4344624
2000-01-06,34.5000,36.3333,34.5000,35.6708,22.0770,2219904
2000-01-07,39.1667,43.2500,38.6667,43.2500,26.7678,7155936
2000-01-10,45.5417,46.2500,44.1667,45.0167,27.8612,6147864
2000-01-11,45.8333,46.6667,45.0833,46.4583,28.7535,8563176
2000-01-12,45.7833,48.0417,44.8750,47.4167,29.3466,6200748
2000-01-13,46.7500,50.5000,46.7500,47.9167,29.6561,4962276
2000-01-14,49.0833,50.0000,48.4167,49.0000,30.3265,3086964
2000-01-17,47.8333,48.2500,45.4167,48.2500,29.8624,3602808
2000-01-18,48.3292,50.7500,45.4167,46.1667,28.5730,6462900
2000-01-19,44.8333,45.7917,44.5708,45.7500,28.3151,2985264
2000-01-20,45.8667,47.2500,45.6667,46.9083,29.0320,2750544
2000-01-21,46.5833,47.0833,46.2917,46.6667,28.8824,1566540
2000-01-24,43.9167,48.5000,43.9167,48.4167,29.9655,2691036
2000-01-25,47.8333,48.6667,47.0833,47.0833,29.1403,8500104
2000-01-26,47.7417,47.9167,46.0000,47.9167,29.6561,2810376
2000-01-27,48.7500,50.7083,47.8833,50.7083,31.3838,13612896
2000-01-28,50.0000,53.1667,49.5833,51.6250,31.9512,9352440
2000-01-31,50.5750,50.6667,47.5167,48.0833,29.7592,3506256
2000-02-01,49.0008,50.8333,48.3333,50.8333,31.4612,3908232
2000-02-02,50.4583,51.5000,50.4167,51.4083,31.8171,5514156
2000-02-03,51.2500,54.0000,50.7500,52.2917,32.3638,6492780
2000-02-04,51.9167,53.5000,51.9167,52.6667,32.5959,7154820
2000-02-07,53.1667,54.4167,52.4167,52.6375,32.5778,6148332
2000-02-08,53.0000,56.3333,52.2500,55.9500,34.6280,6539976
2000-02-09,56.6667,57.8333,55.6667,57.4750,35.5718,3582540
2000-02-10,55.2667,55.8333,53.3333,55.8333,34.5558,4583628
2000-02-11,56.0000,56.1250,54.5333,54.6250,33.8079,2919528
2000-02-14,53.3333,54.3333,52.1708,54.2500,33.5758,2939724
2000-02-15,53.4175,53.6667,51.9333,51.9333,32.1420,2810700
2000-02-16,52.2500,55.0000,52.2500,54.5833,33.7821,4205016
2000-02-17,53.2500,56.2500,53.2500,55.7917,34.5300,4771332
2000-02-18,56.0833,56.6667,55.6667,55.7500,34.5042,2274840
2000-02-21,55.6250,55.8333,52.5000,54.4333,33.6893,2119644
2000-02-22,54.3750,55.3292,53.6667,54.7250,33.8698,2137644
2000-02-23,55.6667,55.8750,54.1667,54.9583,34.0142,3825504
2000-02-24,55.2500,57.3333,53.7500,53.7500,33.2664,4170924
2000-02-25,55.0000,56.9167,54.6667,56.9167,35.2262,2563668
2000-02-28,56.0833,56.5833,54.2500,54.7667,33.8956,2452500
2000-02-29,54.7500,56.1250,53.3750,54.8333,33.9368,2788524
2000-03-01,56.1667,57.9833,55.5000,57.9042,35.8374,2804616
2000-03-02,57.5000,58.5000,56.9167,57.9417,35.8606,2340432
2000-03-03,58.3167,62.2917,58.0125,60.9167,37.7019,3152304
2000-03-06,62.4250,69.3333,62.4250,68.3250,42.2870,8724924
2000-03-07,68.1583,71.5833,66.2500,71.5833,44.3036,4824072
2000-03-08,69.8333,69.8333,65.5000,65.5000,40.5385,2632716
2000-03-09,65.8333,69.1667,65.0000,66.6417,41.2451,1878156
2000-03-10,68.3333,69.4167,66.5833,66.7500,41.3122,2311344
2000-03-13,66.3417,66.3417,61.5000,62.9167,38.9397,1628136
2000-03-14,63.1667,64.0833,61.7500,62.0833,38.4239,1178748
2000-03-15,61.2500,62.9167,56.5833,57.5833,35.6388,1535400
2000-03-16,56.0833,56.8333,52.5000,52.5000,32.4927,3593628
2000-03-17,55.1667,56.8333,53.0417,56.0833,34.7105,3266064
2000-03-20,56.5733,62.3250,55.7500,62.2250,38.5116,1274940
2000-03-21,61.2500,61.2500,57.9167,58.5750,36.2526,2087424
2000-03-22,60.9067,60.9067,59.0917,59.6242,36.9019,1218852
